filename,snr,gaussian,spacings,nu_max,error nu_max,delta nu,error delta nu,mass guess,mass error,radius guess,radius error,spectrum_base,actual_nu_max,actual_delta_nu,actual_mass,actual_radius
spectrum_0_cams24_vmag7.49.pow,TRUE,True,True,3466.3332392386665,13.284432127076036,150.4126984126984,38.93528708844815,0.8014069839607889,0.0466125306744965,0.8626048973566913,0.0152770856393058,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag7.64.pow,TRUE,True,True,3428.6124773821093,16.76724664052949,149.04761904761904,36.70155543319399,0.8043317841816354,0.0470718178044008,0.8689182695685301,0.0155045817090577,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag8.18.pow,TRUE,True,True,3456.5414001441613,20.46244055913064,150.22222222222223,42.43536091309688,0.798672550150843,0.0465268671457934,0.8623508813910367,0.0153017363489642,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag8.98.pow,MAYBE,True,True,3328.391963245172,44.192795475621466,148.44444444444446,54.017064502503246,0.7478729017578665,0.044510460608551,0.850388111862189,0.0154819871067731,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag9.24.pow,FALSE,True,True,3461.554961396975,50.22287285228951,149.0793650793651,34.42164751900774,0.8270347445375859,0.0481435046287407,0.8768933481502474,0.0155475064259713,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag10.17.pow,FALSE,False,False,,,,,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_1_cams24_vmag8.35.pow,TRUE,True,True,3015.5820992755903,18.888009277016195,141.20634920634922,60.77444457196583,0.7225389776202169,0.0456312441008429,0.8691635208072842,0.016975627638614,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag8.60.pow,MAYBE,True,True,3169.194082681998,11.757697406962285,141.77777777777777,34.32805929057051,0.8252367475932568,0.050563055838097,0.9060899009491192,0.0170814323205505,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag8.76.pow,TRUE,True,True,3217.6242733977874,11.489035955878256,140.12698412698413,39.00741251727057,0.9050729762752344,0.0549637729264953,0.9417390146579157,0.0175715157499915,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag8.85.pow,TRUE,True,True,3083.299862984608,28.75727699078049,134.44444444444446,5.034598666175772,0.9398110711526724,0.0585725689270406,0.9803221721623998,0.0188656386899252,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
