filename,snr,gaussian,spacings,nu_max,error nu_max,delta nu,error delta nu,mass guess,mass error,radius guess,radius error,spectrum_base,actual_nu_max,actual_delta_nu,actual_mass,actual_radius
spectrum_0_cams24_vmag8.58.pow,MAYBE,True,True,3357.1453788417048,24.320104771637457,149.28571428571428,54.112352752551445,0.7502701045989941,0.0444321790084109,0.8480945269974182,0.0153484045388085,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag9.26.pow,FALSE,True,,3380.4583464266225,24.753344139897766,,,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag9.75.pow,FALSE,True,True,3407.0739340897844,53.7576905445507,150.95238095238096,260.73641041122016,0.7501791716146383,0.044053354608234,0.8418064246400278,0.015080059758997,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag9.78.pow,MAYBE,False,True,,,149.28571428571428,441.0194252666602,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag10.20.pow,FALSE,True,False,3043.802802702988,119.11160478921218,,,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag10.28.pow,FALSE,True,False,3803.2470586960967,65.34068241186536,,,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag10.45.pow,FALSE,False,False,,,,,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_1_cams24_vmag7.19.pow,TRUE,True,True,3134.9985990102414,7.026141736811949,140.82539682539684,6.148155069252723,0.820640276307473,0.0506122917426363,0.908477482005662,0.0172600759772593,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag7.84.pow,TRUE,True,True,3067.7837215031504,16.034293576761794,128.95238095238096,5.494439288707084,1.093758558202796,0.0684043801353243,1.0602414807185156,0.0204980884367892,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag7.87.pow,TRUE,True,True,3127.086875693311,14.433452845042002,140.53968253968253,36.531493496299376,0.8210860566699146,0.0507178090864563,0.9098730337577275,0.0173182074393369,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag8.13.pow,TRUE,True,True,3046.6078679349475,16.51852592931414,140.25396825396825,6.053844724283837,0.7655150907163648,0.0480431993695016,0.8900717706490329,0.0172590927651526,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag9.46.pow,FALSE,True,True,3008.465483996967,36.557748663440925,139.984126984127,50.29458528988799,0.7428217927250275,0.0469843638913658,0.882320216606898,0.0172651522633003,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag9.59.pow,FALSE,True,True,3138.720516351365,39.77225526155775,139.36507936507937,38.91816185901891,0.8586314309892897,0.0529223142231442,0.9287172168232618,0.0176340237545297,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_2_cams24_vmag7.04.pow,TRUE,True,True,3834.435352957581,12.890489596880908,160.12698412698413,40.791601812403215,0.9159576982294328,0.050480603188568,0.8650329885993591,0.0143396099122764,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag7.07.pow,TRUE,True,True,3833.5163704884967,15.357522711976118,155.84126984126985,9.13873730128048,1.0202140646850826,0.0562460888384596,0.913046011238006,0.0151473420873239,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag7.59.pow,TRUE,True,True,3844.5350565375993,14.299702527819385,157.6984126984127,4.616575669622886,0.9814121748580256,0.0540233188707452,0.8942305018028908,0.0148047630825381,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag7.72.pow,TRUE,True,False,3745.9000422725953,13.914984562699845,,,,,,,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag9.13.pow,MAYBE,True,True,3735.779308866886,17.768618803735137,159.36507936507937,62.57463603031204,0.8633765263472581,0.0482217736671499,0.8508542718289475,0.0143376999205583,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag9.30.pow,FALSE,True,False,3704.269564383341,36.521942835859946,,,,,,,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_3_cams24_vmag7.44.pow,TRUE,True,True,3257.5078669962536,11.831010113059184,143.46031746031747,40.12166571642576,0.8569657888410113,0.0516571196718503,0.9103684189737302,0.0168329961387617,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_3_cams24_vmag7.70.pow,TRUE,True,True,3263.574068809324,14.487852673191524,139.5873015873016,35.31012308821986,0.961459486843003,0.0579070321332903,0.9633784680251336,0.0178017642665034,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_3_cams24_vmag8.06.pow,TRUE,True,True,3293.54925367703,20.405146704723,136.44444444444446,12.527782177171648,1.0824386059373765,0.0648623416512105,1.0175311964581304,0.0186955572182419,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_3_cams24_vmag8.42.pow,MAYBE,True,True,3235.390942083721,13.945056831953378,138.82539682539684,62.63340435828904,0.9575000754004828,0.0579644998269084,0.9655709774296763,0.0179516101703444,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_3_cams24_vmag8.69.pow,MAYBE,True,True,3281.635913640595,31.076745002971865,143.3015873015873,5.117053984564241,0.8800379466659003,0.0528211406360304,0.9191442598304588,0.0169096862024569,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_3_cams24_vmag9.77.pow,FALSE,True,True,3123.6966773130634,26.31976327070808,135.7301587301587,33.86342228311991,0.94305137829515,0.0583074665561854,0.9752398230425172,0.0185915454982959,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_4_cams24_vmag7.87.pow,TRUE,True,True,3447.536941651122,16.77667093540646,151.3968253968254,37.657739424935535,0.8232683015518186,0.0480261570881728,0.8666022903766857,0.0154011929476012,spectrum_4,3497.918313222337,146.80988757261622,1.02,0.9523576745189324
spectrum_4_cams24_vmag8.16.pow,TRUE,True,True,3507.157041839473,20.33936747113196,150.88888888888889,3.784080820711994,0.8784524934994071,0.0507640563090843,0.8875342739969836,0.0155963255849549,spectrum_4,3497.918313222337,146.80988757261622,1.02,0.9523576745189324
