filename,snr,gaussian,spacings,nu_max,error nu_max,delta nu,error delta nu,mass guess,mass error,radius guess,radius error,spectrum_base,actual_nu_max,actual_delta_nu,actual_mass,actual_radius
spectrum_0_cams24_vmag7.87.pow,TRUE,True,True,3484.691930766526,13.824794516200344,147.93650793650792,38.49336174832028,0.8701055034981688,0.0504680204006426,0.8964462955166618,0.0158270573569962,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag9.12.pow,FALSE,True,False,3542.590238372576,23.88243231809388,,,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag9.69.pow,FALSE,True,True,3585.971955300805,61.04329104222865,150.06349206349208,569.5357258544072,0.8955723370284405,0.0511358754910268,0.8965353220067868,0.0155294770484177,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag10.05.pow,FALSE,False,False,,,,,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag10.31.pow,FALSE,True,False,3867.7886258258654,59.54549512017736,,,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag10.33.pow,FALSE,False,False,,,,,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_1_cams24_vmag7.95.pow,TRUE,True,True,3140.724999035326,26.194657384607165,140.22222222222223,63.545643079519856,0.8394349780094154,0.0517165427253599,0.9179837719548748,0.0174199645703531,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag8.41.pow,TRUE,True,True,3146.5146847786345,13.666340131197376,144.74603174603175,49.79051162465888,0.7434081761434362,0.0457377268429343,0.8630882691592575,0.0163456395666762,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag8.71.pow,MAYBE,True,True,3219.50896991599,19.09514162920154,138.25396825396825,4.641261140589818,0.9568044918244238,0.0580923172798623,0.9679952177337664,0.0180598536991748,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag8.74.pow,MAYBE,True,True,3192.6259365694395,27.4775699099098,139.55555555555554,39.02997610225373,0.898711506315239,0.054831650081091,0.9420903624087584,0.0176753296418065,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag8.86.pow,MAYBE,True,True,3207.366589288321,26.144610442515013,140.015873015873,36.81947940748889,0.899293432209854,0.0547161645409357,0.940227261173468,0.0175825684917404,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag9.46.pow,FALSE,True,True,3140.6494336488727,38.70426197352657,139.9206349206349,50.33203740134184,0.8466346275477209,0.0521618234879638,0.9219231303515608,0.0174958684000285,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_2_cams24_vmag7.15.pow,TRUE,True,True,3924.116538218607,19.049542753730112,156.28571428571428,4.49295770136395,1.0818768175488471,0.0589545252543631,0.9293164624466036,0.0151971730875629,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag7.29.pow,TRUE,True,True,3903.531394654833,19.62980651959231,160.47619047619048,45.11744091153648,0.9579875351661964,0.0523272483504214,0.8767923708685053,0.0143751690317508,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag7.86.pow,TRUE,True,True,3904.277133861842,22.857121330476083,156.3015873015873,4.523103227762098,1.0651177223914323,0.0581865356637159,0.9244302710183392,0.0151639135756593,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag8.03.pow,MAYBE,True,True,3965.869526825845,17.08296538463362,161.015873015873,49.35374436511396,0.9912193135075552,0.0537214046105173,0.8848330543970009,0.0143671122930605,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag10.22.pow,FALSE,False,False,,,,,,,,,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag10.31.pow,FALSE,True,True,3489.0695231331706,45.572653029159554,148.03174603174602,68.54537960416387,0.9447973712991096,0.0547621479166602,0.9210012039593723,0.0162468494959668,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_3_cams24_vmag7.37.pow,TRUE,True,True,3239.1331012783944,18.04861379884996,144.6031746031746,35.8887499143047,0.8162238634817268,0.0493609935006799,0.8909809623596535,0.0165360348737378,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_3_cams24_vmag7.56.pow,TRUE,True,True,3384.5740444318294,13.202005056000395,143.14285714285714,59.99317681347051,0.9697673269840212,0.0571873908506225,0.9500794880788676,0.0171164233110258,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_3_cams24_vmag8.09.pow,TRUE,True,True,3318.034036414343,15.53206707347316,137.04761904761904,12.594370956193124,1.0874035483627138,0.0648797755144713,1.016092234572724,0.0185730789824559,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_3_cams24_vmag9.37.pow,FALSE,True,True,3259.4354422301417,46.236212322309335,143.8095238095238,37.20501534519072,0.8501797826808041,0.0512293176667604,0.9064886537405452,0.0167535033767928,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_3_cams24_vmag9.38.pow,FALSE,True,True,3258.3220897433107,28.07267166817844,143.14285714285714,40.013675453349975,0.8652418700166206,0.0521493803278957,0.914639461976688,0.01690991089046,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_3_cams24_vmag10.38.pow,FALSE,False,True,,,143.4126984126984,203.68604958381843,,,,,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_4_cams24_vmag7.51.pow,TRUE,True,True,3504.353261194578,19.12911784424365,147.82539682539684,4.219057758889863,0.9512816232264372,0.0550064903404679,0.923962219987834,0.0162527434710612,spectrum_4,3497.918313222337,146.80988757261622,1.02,0.9523576745189324
spectrum_4_cams24_vmag7.59.pow,TRUE,True,True,3474.1458381296607,17.731005054778393,146.79365079365078,37.53167030469252,0.95322787249735,0.0553855500029633,0.9289192084147048,0.0164362628598333,spectrum_4,3497.918313222337,146.80988757261622,1.02,0.9523576745189324
spectrum_4_cams24_vmag8.29.pow,MAYBE,True,True,3475.158511297952,17.729258354071526,146.25396825396825,22.40706742494273,0.9682219083586232,0.0562495291196571,0.9360601203830012,0.0165608732998693,spectrum_4,3497.918313222337,146.80988757261622,1.02,0.9523576745189324
spectrum_4_cams24_vmag9.00.pow,FALSE,True,True,3605.0737136368994,30.200801877110507,147.82539682539684,3.677496323070215,1.0356855496818649,0.0589760653884574,0.9505183020664606,0.016414030457492,spectrum_4,3497.918313222337,146.80988757261622,1.02,0.9523576745189324
spectrum_4_cams24_vmag9.13.pow,FALSE,True,True,3610.71043695263,21.52780566759674,142.03174603174602,4.68502547652598,1.2210064641882237,0.0694972035222396,1.031255435630194,0.017808520797563,spectrum_4,3497.918313222337,146.80988757261622,1.02,0.9523576745189324
spectrum_4_cams24_vmag9.62.pow,FALSE,True,False,3142.648888819654,46.756543330408185,,,,,,,spectrum_4,3497.918313222337,146.80988757261622,1.02,0.9523576745189324
spectrum_5_cams24_vmag7.10.pow,TRUE,True,True,3526.1290532085472,27.35336822029801,148.12698412698413,4.85445407474616,0.955553334571172,0.0550657911155489,0.924086737488164,0.0161881743199749,spectrum_5,3530.2841528801323,147.8267359500456,1.013,0.945811788425163
spectrum_5_cams24_vmag7.23.pow,TRUE,True,True,3529.91011897468,14.519482626280425,155.52380952380952,62.83512008740682,0.788860925743438,0.045414705517778,0.8391754525774935,0.0146741420028248,spectrum_5,3530.2841528801323,147.8267359500456,1.013,0.945811788425163
spectrum_5_cams24_vmag7.24.pow,TRUE,True,True,3532.8357968733667,11.023630397842055,152.7301587301587,40.01873984252613,0.8502921904165938,0.0489364359584477,0.8708768409944252,0.0152262938813971,spectrum_5,3530.2841528801323,147.8267359500456,1.013,0.945811788425163
spectrum_5_cams24_vmag7.35.pow,TRUE,True,True,3538.938541229021,9.755267541676156,148.15873015873015,4.769331774283714,0.9651773444371732,0.0555106761409507,0.9270462936668048,0.0162014471141317,spectrum_5,3530.2841528801323,147.8267359500456,1.013,0.945811788425163
spectrum_5_cams24_vmag9.51.pow,FALSE,True,True,3502.9373623969104,51.81415667332623,154.55555555555554,190.38454848956343,0.7904159190687838,0.0456977338138181,0.843229954939309,0.0148216323361345,spectrum_5,3530.2841528801323,147.8267359500456,1.013,0.945811788425163
spectrum_5_cams24_vmag9.77.pow,MAYBE,True,False,2481.317227594843,71.08338786820421,,,,,,,spectrum_5,3530.2841528801323,147.8267359500456,1.013,0.945811788425163
spectrum_6_cams24_vmag7.33.pow,TRUE,True,True,3377.471581216997,24.45084647206265,144.95238095238096,3.704997506446356,0.9099518455114955,0.0537178504314045,0.922372716279414,0.0166358166377214,spectrum_6,3336.6423919536405,140.00753650516404,1.052,0.9931340449738026
spectrum_6_cams24_vmag7.82.pow,TRUE,True,True,3324.7411726055966,24.726849553694507,142.25396825396825,58.755726667206325,0.9357518137376462,0.0557476368248305,0.9427455969095936,0.0171929484595213,spectrum_6,3336.6423919536405,140.00753650516404,1.052,0.9931340449738026
spectrum_6_cams24_vmag8.30.pow,TRUE,True,True,3308.8026298596565,34.39174871523625,145.3015873015873,68.76086480035514,0.8473754263766775,0.0506128856315345,0.8992813697939389,0.0164459815718141,spectrum_6,3336.6423919536405,140.00753650516404,1.052,0.9931340449738026
