filename,snr,gaussian,spacings,nu_max,error nu_max,delta nu,error delta nu,mass guess,mass error,radius guess,radius error,spectrum_base,actual_nu_max,actual_delta_nu,actual_mass,actual_radius
spectrum_0_cams24_vmag7.78.pow,TRUE,True,True,3469.2308131301747,13.111950051305165,145.79365079365078,4.460317460317469,0.9101759139769984,0.0529286796997932,0.9188964753108072,0.0162768289446685,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag8.33.pow,MAYBE,True,True,3564.5371320038525,26.056488574570416,148.6984126984127,4.349206349206355,0.9123559257026232,0.052266723854941,0.9076138006690369,0.0157861157599873,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag9.02.pow,FALSE,True,False,3438.724715287655,12.644595020952645,,,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag9.09.pow,FALSE,True,True,3409.811253899651,28.710928069531352,149.23809523809524,4.2222222222222285,0.7871408073939504,0.0462073792430708,0.861948975847622,0.0154364790466898,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag9.24.pow,FALSE,True,True,3436.8188358422426,35.51959055183801,150.66666666666666,6.666666666666671,0.7758564901414053,0.0453407163749887,0.8523792967358342,0.0151815362111296,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_0_cams24_vmag10.39.pow,FALSE,False,False,,,,,,,,,spectrum_0,3485.8577711832254,144.55817828985252,1.041,0.968780446875246
spectrum_1_cams24_vmag7.01.pow,TRUE,True,True,3116.8702782393066,14.028925013106248,140.03174603174602,6.0317460317460245,0.8249257806590171,0.0510573445233517,0.9134914841678368,0.0174287274682156,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag7.68.pow,TRUE,True,True,3081.7380389654813,21.88713264455572,138.11111111111111,2.492063492063494,0.842630916942462,0.0525196157927866,0.92849007137639,0.0178634081206801,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag9.15.pow,FALSE,True,True,3021.327593032053,21.05442031412776,139.17460317460316,5.174603174603163,0.7700487030113354,0.0485800865142563,0.8964304846772876,0.0174896125044173,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag9.78.pow,FALSE,True,True,2944.95856401796,44.97239055739127,140.15873015873015,6.968253968253976,0.6933007319236396,0.0444416324701994,0.8615443997392102,0.0171212041929896,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag10.30.pow,FALSE,True,True,3103.2486405295767,27.31349716197625,140.77777777777777,7.571428571428576,0.7970361308785939,0.0494599768637468,0.8998852768819158,0.0172204147751199,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_1_cams24_vmag10.33.pow,FALSE,False,False,,,,,,,,,spectrum_1,3135.520634736988,134.4620379977023,1.092,1.0330261590510406
spectrum_2_cams24_vmag7.45.pow,TRUE,True,True,3762.71997115063,31.100031728209675,158.03174603174602,2.333333333333343,0.9123418454175044,0.0507718826920729,0.8715122972668551,0.0146223345831594,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag7.86.pow,MAYBE,True,True,3888.299919454309,24.39735040841943,156.36507936507937,4.142857142857139,1.050387255266113,0.0574983571175536,0.9198997801837728,0.0151272713831492,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag9.15.pow,FALSE,True,True,3893.775153074722,51.47259806057039,159.8095238095238,4.349206349206355,0.9667879568803978,0.0528753083727997,0.8819132196250947,0.0144826448350185,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag9.33.pow,FALSE,False,True,,,153.11111111111111,28.920634920634924,,,,,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag9.54.pow,FALSE,False,False,,,,,,,,,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_2_cams24_vmag9.81.pow,FALSE,False,False,,,,,,,,,spectrum_2,3835.39116233824,156.51151357720448,0.985,0.9020240464275452
spectrum_3_cams24_vmag7.23.pow,TRUE,True,True,3217.79103629016,14.269967840137465,145.42857142857142,7.0,0.7821837260611479,0.0474844078239197,0.8750918656446705,0.0163137029430911,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
spectrum_3_cams24_vmag7.74.pow,TRUE,True,False,3297.340450568428,13.364721831656412,,,,,,,spectrum_3,3290.86194207133,138.47590745681657,1.062,1.003603710647561
